query_id,protein_name,organism,e-value,score
NP_073750.2, 28S ribosomal protein S11,Homo sapiens,6.36514e-139,1014.0
XP_004056767.1, 28S ribosomal protein S11,Gorilla gorilla gorilla,1.5855e-137,1005.0
XP_003314911.1, 28S ribosomal protein S11,Pan troglodytes,6.18163e-137,1001.0
XP_008972105.2, 28S ribosomal protein S11,Pan paniscus,2.28142e-136,997.0
NP_001308899.1, 28S ribosomal protein S11,Homo sapiens,2.35124e-136,997.0
XP_018866542.1, 28S ribosomal protein S11,Gorilla gorilla gorilla,6.53496e-135,988.0
XP_009428061.1, 28S ribosomal protein S11,Pan troglodytes,2.38539e-134,984.0
XP_003820454.2, 28S ribosomal protein S11,Pan paniscus,8.90017e-134,980.0
XP_032030121.1, 28S ribosomal protein S11,Hylobates moloch,3.9455e-119,884.0
XP_011841679.1, PREDICTED: 28S ribosomal protein S11,Mandrillus leucophaeus,4.65106e-119,884.0
XP_003268526.1, 28S ribosomal protein S11,Nomascus leucogenys,5.13359e-119,884.0
XP_009248410.1, 28S ribosomal protein S11,Pongo abelii,2.3321e-118,879.0
XP_032030122.1, 28S ribosomal protein S11,Hylobates moloch,1.2331e-116,868.0
XP_012362933.1, 28S ribosomal protein S11,Nomascus leucogenys,2.96506e-116,865.0
XP_002825830.1, 28S ribosomal protein S11,Pongo abelii,8.22206e-116,862.0
XP_011750622.1, 28S ribosomal protein S11,Macaca nemestrina,2.11789e-110,827.0
XP_033044992.1, 28S ribosomal protein S11,Trachypithecus francoisi,2.8165e-110,826.0
XP_011929809.1, PREDICTED: 28S ribosomal protein S11,Cercocebus atys,3.62435e-110,825.0
NP_001248507.1, 28S ribosomal protein S11,Macaca mulatta,7.39167e-110,823.0
XP_023042888.1, 28S ribosomal protein S11,Piliocolobus tephrosceles,1.03838e-109,822.0
XP_010360597.1, 28S ribosomal protein S11,Rhinopithecus roxellana,1.73841e-109,821.0
XP_007988509.1, 28S ribosomal protein S11,Chlorocebus sabaeus,2.91037e-109,820.0
XP_003901394.1, 28S ribosomal protein S11,Papio anubis,6.62314e-109,817.0
XP_025247496.1, 28S ribosomal protein S11,Theropithecus gelada,6.62314e-109,817.0
XP_011803730.1, PREDICTED: 28S ribosomal protein S11,Colobus angolensis palliatus,1.44254e-108,815.0
XP_011803729.1, PREDICTED: 28S ribosomal protein S11,Colobus angolensis palliatus,1.62865e-108,815.0
XP_027991550.1, 28S ribosomal protein S11,Eptesicus fuscus,6.01104e-108,811.0
XP_012294092.1, 28S ribosomal protein S11,Aotus nancymaae,1.44985e-103,782.0
XP_039319997.1, 28S ribosomal protein S11,Saimiri boliviensis boliviensis,2.12833e-102,776.0
XP_008157167.1, 28S ribosomal protein S11,Eptesicus fuscus,8.69088e-102,772.0
XP_003921694.1, 28S ribosomal protein S11,Saimiri boliviensis boliviensis,1.30755e-98,749.0
XP_002749192.1, 28S ribosomal protein S11,Callithrix jacchus,2.23699e-98,748.0
XP_007944286.1, 28S ribosomal protein S11,Orycteropus afer afer,7.49068e-98,745.0
XP_017361626.1, LOW QUALITY PROTEIN: 28S ribosomal protein S11,Cebus imitator,1.34744e-97,743.0
XP_006198534.1, 28S ribosomal protein S11,Vicugna pacos,2.86036e-97,741.0
XP_004370674.1, 28S ribosomal protein S11,Trichechus manatus latirostris,3.04554e-97,741.0
XP_006178605.1, 28S ribosomal protein S11,Camelus ferus,6.09209e-97,739.0
XP_032118362.1, 28S ribosomal protein S11,Sapajus apella,7.62256e-97,738.0
XP_011223702.1, 28S ribosomal protein S11,Ailuropoda melanoleuca,1.53151e-96,736.0
XP_012644322.1, 28S ribosomal protein S11,Microcebus murinus,6.12219e-96,732.0
XP_012499236.1, PREDICTED: 28S ribosomal protein S11,Propithecus coquereli,8.50479e-96,731.0
XP_037000952.1, 28S ribosomal protein S11,Artibeus jamaicensis,1.45142e-95,730.0
XP_008564986.1, PREDICTED: 28S ribosomal protein S11,Galeopterus variegatus,2.04628e-95,729.0
XP_037688926.1, 28S ribosomal protein S11,Choloepus didactylus,2.14406e-95,730.0
XP_012494639.1, PREDICTED: 28S ribosomal protein S11,Propithecus coquereli,3.57291e-95,727.0
NP_789775.1, 28S ribosomal protein S11,Homo sapiens,4.29481e-95,723.0
XP_008564984.1, PREDICTED: 28S ribosomal protein S11,Galeopterus variegatus,4.32554e-95,730.0
XP_026366222.2, 28S ribosomal protein S11,Ursus arctos,6.92392e-95,725.0
XP_003788704.1, 28S ribosomal protein S11,Otolemur garnettii,1.047e-94,724.0
XP_002919598.1, 28S ribosomal protein S11,Ailuropoda melanoleuca,1.25107e-94,724.0
XP_019582290.1, PREDICTED: 28S ribosomal protein S11,Rhinolophus sinicus,2.53601e-94,722.0
XP_040498708.1, 28S ribosomal protein S11,Ursus maritimus,3.1747e-94,721.0
XP_045669023.1, 28S ribosomal protein S11,Ursus americanus,3.31691e-94,721.0
XP_004017787.1, 28S ribosomal protein S11,Ovis aries,8.33622e-94,718.0
XP_045681047.1, 28S ribosomal protein S11,Phyllostomus hastatus,8.92635e-94,718.0
XP_047623459.1, 28S ribosomal protein S11,Phacochoerus africanus,1.31889e-93,717.0
XP_047718821.1, 28S ribosomal protein S11,Prionailurus viverrinus,1.48779e-93,717.0
XP_036698544.1, 28S ribosomal protein S11,Balaenoptera musculus,1.55857e-93,717.0
XP_005694995.1, PREDICTED: 28S ribosomal protein S11,Capra hircus,2.13854e-93,716.0
XP_047397131.1, 28S ribosomal protein S11,Sciurus carolinensis,2.37026e-93,715.0
XP_028358187.1, 28S ribosomal protein S11,Phyllostomus discolor,2.47876e-93,716.0
XP_020750818.1, 28S ribosomal protein S11,Odocoileus virginianus texanus,4.12633e-93,714.0
XP_001164587.1, 28S ribosomal protein S11,Pan troglodytes,6.22775e-93,709.0
XP_026243924.1, 28S ribosomal protein S11,Urocitellus parryii,6.56568e-93,712.0
XP_006885239.1, PREDICTED: 28S ribosomal protein S11,Elephantulus edwardii,8.37712e-93,711.0
XP_007194423.1, 28S ribosomal protein S11,Balaenoptera acutorostrata scammoni,1.37856e-92,710.0
XP_043410656.1, 28S ribosomal protein S11,Prionailurus bengalensis,1.69316e-92,710.0
XP_001503232.1, 28S ribosomal protein S11,Equus caballus,1.76673e-92,709.0
XP_008055374.1, 28S ribosomal protein S11,Carlito syrichta,2.61068e-92,708.0
XP_045417700.1, 28S ribosomal protein S11,Lemur catta,2.64627e-92,708.0
XP_043777724.1, 28S ribosomal protein S11,Cervus elaphus,4.20823e-92,707.0
XP_046510388.1, 28S ribosomal protein S11,Equus quagga,6.43476e-92,706.0
XP_006070111.1, 28S ribosomal protein S11,Bubalus bubalis,6.52201e-92,706.0
XP_003413943.1, 28S ribosomal protein S11,Loxodonta africana,6.55225e-92,705.0
NP_001308901.1, 28S ribosomal protein S11,Homo sapiens,6.92639e-92,702.0
XP_049762029.1, 28S ribosomal protein S11,Elephas maximus indicus,7.07445e-92,705.0
XP_004763837.1, 28S ribosomal protein S11,Mustela putorius furo,7.42886e-92,705.0
XP_035162429.1, 28S ribosomal protein S11,Callithrix jacchus,7.55964e-92,704.0
XP_005320176.1, 28S ribosomal protein S11,Ictidomys tridecemlineatus,7.80747e-92,705.0
XP_036211572.1, 28S ribosomal protein S11,Myotis myotis,9.13614e-92,705.0
